Name,Value,Type,Offset,Range,Set,Binding,Descriptor Type,Buffer
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,3744,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,3760,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,3776,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,3792,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,3808,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,3816,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,3824,,,,,
instances.data[30],[...],struct InstanceData,3840,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,3840,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,3848,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,3856,,,,,
instances.data.flags,0,uint32,3864,,,,,
instances.data.instance_uniforms_ofs,0,uint32,3868,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,3872,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,3888,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,3904,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,3920,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,3936,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,3944,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,3952,,,,,
instances.data[31],[...],struct InstanceData,3968,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,3968,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,3976,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,3984,,,,,
instances.data.flags,0,uint32,3992,,,,,
instances.data.instance_uniforms_ofs,0,uint32,3996,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,4000,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,4016,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4032,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4048,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,4064,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,4072,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,4080,,,,,
instances.data[32],[...],struct InstanceData,4096,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,4096,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,4104,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,4112,,,,,
instances.data.flags,0,uint32,4120,,,,,
instances.data.instance_uniforms_ofs,0,uint32,4124,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,4128,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,4144,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4160,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4176,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,4192,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,4200,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,4208,,,,,
instances.data[33],[...],struct InstanceData,4224,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,4224,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,4232,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,4240,,,,,
instances.data.flags,0,uint32,4248,,,,,
instances.data.instance_uniforms_ofs,0,uint32,4252,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,4256,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,4272,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4288,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4304,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,4320,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,4328,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,4336,,,,,
instances.data[34],[...],struct InstanceData,4352,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,4352,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,4360,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,4368,,,,,
instances.data.flags,0,uint32,4376,,,,,
instances.data.instance_uniforms_ofs,0,uint32,4380,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,4384,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,4400,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4416,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4432,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,4448,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,4456,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,4464,,,,,
instances.data[35],[...],struct InstanceData,4480,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,4480,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,4488,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,4496,,,,,
instances.data.flags,0,uint32,4504,,,,,
instances.data.instance_uniforms_ofs,0,uint32,4508,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,4512,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,4528,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4544,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4560,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,4576,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,4584,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,4592,,,,,
instances.data[36],[...],struct InstanceData,4608,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,4608,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,4616,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,4624,,,,,
instances.data.flags,0,uint32,4632,,,,,
instances.data.instance_uniforms_ofs,0,uint32,4636,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,4640,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,4656,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4672,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4688,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,4704,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,4712,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,4720,,,,,
instances.data[37],[...],struct InstanceData,4736,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,4736,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,4744,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,4752,,,,,
instances.data.flags,0,uint32,4760,,,,,
instances.data.instance_uniforms_ofs,0,uint32,4764,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,4768,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,4784,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4800,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4816,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,4832,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,4840,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,4848,,,,,
instances.data[38],[...],struct InstanceData,4864,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,4864,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,4872,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,4880,,,,,
instances.data.flags,0,uint32,4888,,,,,
instances.data.instance_uniforms_ofs,0,uint32,4892,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,4896,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,4912,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4928,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4944,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,4960,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,4968,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,4976,,,,,
instances.data[39],[...],struct InstanceData,4992,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,4992,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,5000,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,5008,,,,,
instances.data.flags,0,uint32,5016,,,,,
instances.data.instance_uniforms_ofs,0,uint32,5020,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,5024,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,5040,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5056,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5072,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,5088,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,5096,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,5104,,,,,
instances.data[40],[...],struct InstanceData,5120,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,5120,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,5128,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,5136,,,,,
instances.data.flags,0,uint32,5144,,,,,
instances.data.instance_uniforms_ofs,0,uint32,5148,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,5152,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,5168,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5184,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5200,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,5216,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,5224,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,5232,,,,,
instances.data[41],[...],struct InstanceData,5248,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,5248,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,5256,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,5264,,,,,
instances.data.flags,0,uint32,5272,,,,,
instances.data.instance_uniforms_ofs,0,uint32,5276,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,5280,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,5296,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5312,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5328,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,5344,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,5352,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,5360,,,,,
instances.data[42],[...],struct InstanceData,5376,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,5376,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,5384,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,5392,,,,,
instances.data.flags,0,uint32,5400,,,,,
instances.data.instance_uniforms_ofs,0,uint32,5404,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,5408,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,5424,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5440,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5456,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,5472,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,5480,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,5488,,,,,
instances.data[43],[...],struct InstanceData,5504,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,5504,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,5512,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,5520,,,,,
instances.data.flags,0,uint32,5528,,,,,
instances.data.instance_uniforms_ofs,0,uint32,5532,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,5536,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,5552,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5568,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5584,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,5600,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,5608,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,5616,,,,,
instances.data[44],[...],struct InstanceData,5632,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,5632,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,5640,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,5648,,,,,
instances.data.flags,0,uint32,5656,,,,,
instances.data.instance_uniforms_ofs,0,uint32,5660,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,5664,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,5680,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5696,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5712,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,5728,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,5736,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,5744,,,,,
instances.data[45],[...],struct InstanceData,5760,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,5760,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,5768,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,5776,,,,,
instances.data.flags,0,uint32,5784,,,,,
instances.data.instance_uniforms_ofs,0,uint32,5788,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,5792,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,5808,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5824,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5840,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,5856,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,5864,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,5872,,,,,
instances.data[46],[...],struct InstanceData,5888,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,5888,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,5896,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,5904,,,,,
instances.data.flags,0,uint32,5912,,,,,
instances.data.instance_uniforms_ofs,0,uint32,5916,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,5920,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,5936,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5952,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5968,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,5984,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,5992,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,6000,,,,,
instances.data[47],[...],struct InstanceData,6016,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,6016,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,6024,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,6032,,,,,
instances.data.flags,0,uint32,6040,,,,,
instances.data.instance_uniforms_ofs,0,uint32,6044,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,6048,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,6064,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6080,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6096,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,6112,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,6120,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,6128,,,,,
instances.data[48],[...],struct InstanceData,6144,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,6144,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,6152,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,6160,,,,,
instances.data.flags,0,uint32,6168,,,,,
instances.data.instance_uniforms_ofs,0,uint32,6172,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,6176,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,6192,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6208,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6224,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,6240,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,6248,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,6256,,,,,
instances.data[49],[...],struct InstanceData,6272,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,6272,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,6280,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,6288,,,,,
instances.data.flags,0,uint32,6296,,,,,
instances.data.instance_uniforms_ofs,0,uint32,6300,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,6304,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,6320,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6336,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6352,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,6368,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,6376,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,6384,,,,,
instances.data[50],[...],struct InstanceData,6400,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,6400,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,6408,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,6416,,,,,
instances.data.flags,0,uint32,6424,,,,,
instances.data.instance_uniforms_ofs,0,uint32,6428,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,6432,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,6448,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6464,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6480,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,6496,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,6504,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,6512,,,,,
instances.data[51],[...],struct InstanceData,6528,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,6528,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,6536,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,6544,,,,,
instances.data.flags,0,uint32,6552,,,,,
instances.data.instance_uniforms_ofs,0,uint32,6556,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,6560,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,6576,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6592,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6608,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,6624,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,6632,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,6640,,,,,
instances.data[52],[...],struct InstanceData,6656,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,6656,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,6664,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,6672,,,,,
instances.data.flags,0,uint32,6680,,,,,
instances.data.instance_uniforms_ofs,0,uint32,6684,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,6688,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,6704,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6720,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6736,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,6752,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,6760,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,6768,,,,,
instances.data[53],[...],struct InstanceData,6784,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,6784,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,6792,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,6800,,,,,
instances.data.flags,0,uint32,6808,,,,,
instances.data.instance_uniforms_ofs,0,uint32,6812,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,6816,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,6832,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6848,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6864,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,6880,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,6888,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,6896,,,,,
instances.data[54],[...],struct InstanceData,6912,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,6912,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,6920,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,6928,,,,,
instances.data.flags,0,uint32,6936,,,,,
instances.data.instance_uniforms_ofs,0,uint32,6940,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,6944,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,6960,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6976,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6992,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,7008,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,7016,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,7024,,,,,
instances.data[55],[...],struct InstanceData,7040,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,7040,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,7048,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,7056,,,,,
instances.data.flags,0,uint32,7064,,,,,
instances.data.instance_uniforms_ofs,0,uint32,7068,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,7072,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,7088,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7104,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7120,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,7136,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,7144,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,7152,,,,,
instances.data[56],[...],struct InstanceData,7168,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,7168,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,7176,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,7184,,,,,
instances.data.flags,0,uint32,7192,,,,,
instances.data.instance_uniforms_ofs,0,uint32,7196,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,7200,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,7216,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7232,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7248,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,7264,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,7272,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,7280,,,,,
instances.data[57],[...],struct InstanceData,7296,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,7296,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,7304,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,7312,,,,,
instances.data.flags,0,uint32,7320,,,,,
instances.data.instance_uniforms_ofs,0,uint32,7324,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,7328,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,7344,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7360,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7376,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,7392,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,7400,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,7408,,,,,
instances.data[58],[...],struct InstanceData,7424,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,7424,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,7432,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,7440,,,,,
instances.data.flags,0,uint32,7448,,,,,
instances.data.instance_uniforms_ofs,0,uint32,7452,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,7456,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,7472,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7488,,,,,
